Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Pass_Att,Cmp%,PrgP,Carries,PrgC,TakeOns_Att,Succ,Player,TeamGoals,OpponentGoals,Win,Draw,Loss,TotalGoals
Home,Arsenal,Crystal Palace,N,FW,10,0,0,0,0,1,0,4,0,0,0,0.0,0.0,0.0,2,0,2,2,100.0,0,4,0,0,0,Eddie-Nketiah,0,0,0,1,0,0
Home,Arsenal,Manchester Utd,N,FW,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Eddie-Nketiah,0,0,0,1,0,0
Away,Arsenal,Sheffield Utd,N,FW,2,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,0,0,Eddie-Nketiah,3,0,1,0,0,3
Home,Arsenal,Fulham,N,FW,21,1,0,0,0,3,1,9,0,0,0,0.8,0.8,0.1,1,0,4,4,100.0,0,4,0,0,0,Eddie-Nketiah,1,1,0,1,0,2
Home,Arsenal,Everton,Y,FW,73,0,0,0,0,2,0,26,2,0,1,0.1,0.1,0.1,3,0,17,18,94.4,3,15,3,1,1,Eddie-Nketiah,0,1,0,0,1,1
Away,Arsenal,Manchester Utd,N,FW,12,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,5,5,100.0,1,3,1,0,0,Eddie-Nketiah,2,3,0,0,1,5
Away,Arsenal,Everton,N,LW,20,0,0,0,0,1,0,15,0,0,0,0.3,0.3,0.4,4,0,8,11,72.7,2,9,3,1,1,Eddie-Nketiah,1,2,0,0,1,3
Home,Arsenal,West Ham,N,"FW,LM",9,0,0,0,0,0,0,12,1,1,0,0.0,0.0,0.0,0,0,8,10,80.0,1,7,0,0,0,Eddie-Nketiah,2,0,1,0,0,2
Home,Arsenal,Burnley,N,FW,14,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,9,9,100.0,1,9,3,2,1,Eddie-Nketiah,0,0,0,1,0,0
Away,Arsenal,Wolves,N,FW,10,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,3,0,1,1,Eddie-Nketiah,1,0,1,0,0,1
Home,Arsenal,Brentford,N,FW,7,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,Eddie-Nketiah,2,1,1,0,0,3
Home,Arsenal,Wolves,N,"FW,RB",15,0,1,0,0,0,0,9,1,0,2,0.0,0.0,0.7,3,1,3,3,100.0,1,7,0,2,2,Eddie-Nketiah,2,1,1,0,0,3
Away,Arsenal,Watford,N,FW,11,0,0,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,1,1,0,Eddie-Nketiah,3,2,1,0,0,5
